headline,emotion_huggingface
"Mike Brown Family Suing Ferguson, Wilson",sadness
SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,anger
U.S. LAWMAKERS RAISE PRIVACY CONCERNS OVER NEW HACKING RULES,anger
Sanders’ challenge: Winning over Obama supporters,neutral
U.S. Currency Hidden Images,neutral
GOP lands no solid punches while sparring with Clinton over Benghazi,anger
"A nuclear deal has been reached, but Iran must free Jason Rezaian",sadness
"South Carolina, Nevada polls find Clinton far ahead",neutral
Will Hillary Clinton lose the election because of the FBI email investigation?,sadness
"Monsanto Behind 4-Years-in-the-Making, Failed Peace Deal in Colombia",sadness
Oathkeepers to Prevent Voter Fraud- Operation Sabot,fear
Non-mainstream poll shows Trump poised to win with 76% chance,neutral
Stossel: Why Marco Rubio and Hillary Clinton are 2016's likely nominees,neutral
The Source of our Rage       :,anger
Donald Trump Campaign Manager Is Out,sadness
"We must smash the Clinton machine: Democratic elites and the media sold out to Hillary this time, but change is coming",anger
5 takeaways from the first presidential debate,joy
"@POTUS joins Twitter, jokes with @BillClinton",joy
Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO) | Addicting Info | The Knowledge You Crave,neutral
Obama on 'The Daily Show:' What happened to common conversation? (+video),neutral
It’s not about mental illness: The big lie that always follows mass shootings by white males,neutral
GOP Candidates Say Paris Attacks Highlight U.S. Leadership Failure,fear
Report: Freddie Gray sustained injury in police van,sadness
"Sure, We Want An Honest And Trustworthy President, But It's Complicated",neutral
"Comment on ‘Voting Is Rigged & Used To Pacify The Public’ Says Three-Time US Presidential Candidate Ron Paul by Anonymous: There Is No One Way To Live On This Planet, But We Can Be Harmonious – Collective Evolution",neutral
The Pope vs. America,neutral
Bernie Sanders to announce 2016 intentions on Thursday,joy
The problem with Cruz and Kasich aligning to stop Donald Trump,neutral
Brexiters set up demented ‘people’s courts’,neutral
"Prime Minister of France says, “if we grant immediate asylum to illegal alien Muslim invaders, by tomorrow they will be speaking French and sharing French values”",neutral
US Presidential Elections Sound a Warning of Catastrophes to Come,fear
The Overwhelming Stress of Being Denied a Bathroom,sadness
DONALD TRUMP & DEUTSCHE BANK: DID CLINTONS LEAN ON US JUSTICE DEPARTMENT?,neutral
Why You Should Stop Apologizing for Doing All That You Can,disgust
Clinton Gets Back In The Game After Blowout Loss To Sanders In N.H.,neutral
WikiLeaks Documents Reveal United Nations Interest In UFOs,fear
The Senate's 46 Democrats got 20 million more votes than its 54 Republicans,neutral
Fashwave Friday: Endgame,neutral
"Blog: If Donald Trump Pardons Me, I Would Be Honored To Serve As Secretary Of Agriculture",neutral
Hung jury in Jodi Arias sentencing phase removes possibility of death sentence,neutral
Chris Christie Bolsters Political Team as Allies Launch Super PAC,neutral
Re: Why Did Attorney General Loretta Lynch Plead The Fifth?,anger
The Fear of Being Gay in Russia,fear
Federal court: NSA phone record collection is excessive,anger
BREAKING: THE REAL REASON HILLARY CLINTON WONT BE CHARGED BY THE FBI,anger
"Blame Government, Not Markets, for Monopoly",anger
Michael Oliver – Here Is The Big Picture For Gold After The Takedown,joy
Hillary Clinton speech to attack Donald Trump's 'dangerous' foreign policy plans,fear
‘Take The Money!!’: Emails Show How Clinton Campaign Manages Lobbyist Donations,neutral
Military op to retake Mosul from ISIS,neutral
"Iowa caucus results: Ted Cruz wins, Hillary Clinton declares victory",neutral
"Lesson learned? Goldman Sachs says not to expect ""Brexit-type surprise"" on Nov. 8",surprise
Three Ways to Recharge Your Energy Using Crystals,neutral
"Obama Spends Earth Day In The Everglades, Taunting Republicans On Climate Change",fear
Donald Trump doesn't challenge anti-Muslim questioner,anger
Lawyer Who Kept Hillary Campaign Chief Out of Jail in DOJ Hillary Probe,sadness
"Trump claims GOP nomination, tells struggling Americans 'I am your voice'",fear
Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer,anger
Claire McCaskill Accuses Marco Rubio Of Shirking Principles On Immigration,neutral
"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",neutral
4 Things The New Hampshire Primary Will Tell Us,neutral
The Latest ABC/WaPo Poll Has the Hillary Campaign Sounding the Alarms,neutral
"32,000 emails recovered in IRS targeting probe amid allegations agency chief may have lied",sadness
Banana Republic Election in the United States?,neutral
TIME MAGAZINE Reaches NEW LOW: It’s “Sexist” To Investigate Hillary Clinton!”,disgust
"If Donald Trump Wins The Election, It Will Be The Biggest Miracle In US Political History",neutral
"Comment on Creating a National Security State ‘Democracy,’ Or How the American Political System Changed and No One Noticed by James Miller",neutral
Superbug cases spur FDA warning on dirty medical scopes,disgust
PATRIOT Act At 15: Do You Feel Safer?,joy
The 8th Democratic Debate In 100 Words (And 4 Videos),neutral
"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",fear
Militias prepare for election unrest while Christians fast,fear
Saudi Arabia to behead disabled man for taking part in protests,anger
Donald Trump threatens to jail Hillary Clinton in second presidential debate,fear
Cars That Broke Bad,sadness
“Has science gone too far?”,neutral
Tics and tricks: Here's what Trump and Clinton's body language reveals,neutral
Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,anger
Obama ISIS war authorization: Request sent to Congress,neutral
Donald Trump's Problems Are Much Deeper Than A Campaign Manager,neutral
Marcus Mumford after Bundy verdict.,anger
#2816: Clinton Pride’s 8(a) Pig Farm Bridge – Serco Zulu Server Snuff –Soros's Patented Voter Key,neutral
"Obama's Presidential Library Will Be In Chicago, Foundation Announces",joy
Republicans are crossing a dangerous new line: sabotaging US foreign policy,fear
Bully Backs Blowhard for President: Now Christie Likes Trump,neutral
Adelson's Review-Journal Gives Trump First Major Endorsement,neutral
"Jeb’s Sad, Quixotic South Carolina Slog",sadness
"U.S. strike believed to have killed ‘Jihadi John,’ Islamic State executioner",fear
Dems File Complaint w/DOJ Against FBI for Investigating Hillary,anger
Tradesman keeps promise,neutral
"Clinton, Trump and Obama aren't telling American workers the truth. Here it is",neutral
"BREAKING : LGBT Group Endorses Trump, Says, “Hillary is Detrimental for Gays” – TruthFeed",disgust
The Political Songs Of Leonard Cohen,neutral
Alabama Sen. Sessions Backs Trump’s Immigration Platform,neutral
Gary Johnson’s Post-Debate Reactions,neutral
How the Oligarchy Has Prepared the Groundwork for Stealing the Election,neutral
Reince Priebus is in over his head,anger
New Leak Exposes Hillary’s Real Plan For Clinton Foundation Foreign Donors,neutral
Excruciating choice for GOP leaders: Take a risk on Trump?,fear
WIKILEAKS : Hillary Receiving Donations from Radical Muslims in Turkey – TruthFeed,neutral
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,fear
Jeremy Vine already tripping his tits off,disgust
“Homicides Up 55 Percent”–Chicago Stays Vibrant,joy
Jake Tapper to moderate 's first GOP debate,neutral
"After tragic shooting, Charleston church reopens with prayer, songs and tears",sadness
Acting out of weakness? Why Obama's dangerously wrong about Putin's intentions in Syria,fear
"Black Agenda Radio for Week of Nov. 7, 2016",neutral
Juror in Oregon militia trial dismissed for bias: judge,neutral
An Angry John Podesta Issues A Statement On “Reopening” Of FBI Probe,anger
300 US Marines To Be Deployed To Russian Border In Norway,neutral
"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",sadness
ISIS shoots down Russian helicopter near Palmyra (VIDEO+PHOTOS),anger
The Sad Evolution Of Education Summed Up By One Meme,sadness
Obama Plans to Press Ahead With Guantanamo Bay Closure,neutral
German Defense Minister warns Donald Trump to stay away from Russia and commit full to NATO,fear
Netanyahu walks back Palestinian state comment,neutral
Trump Votes Are Being Flipped To Clinton,neutral
Angela Merkel to Visit White House on Feb. 9,joy
Will Nancy Pelosi miss John Boehner? Depends.,sadness
War is eminent,fear
Why Obama Has His Work Cut Out For Him On Getting Trade Votes,neutral
Women Should Vote With Their Husbands,neutral
"Trump won’t commit to accepting election results, at fiery final debate with Clinton",anger
What do Americans really think about abortion? The answer may surprise you.,surprise
"They Said What?!: Find Out What Reba McEntire, Whoopi Goldberg, And Pope Francis Have To Say",surprise
Was California The Last Weekend At Bernie's House Of Hope?,surprise
Media Roll Out Welcome Mat for ‘Humanitarian’ War in Syria,neutral
Nuclear weapons: how foreign hotspots could test Trump’s finger on the trigger,fear
Milestone House Vote Would Take Health Care Away From Millions,neutral
"China, Russia, The Silk Road, Commodities, Nixon And A Massive Bull Market In Gold & Silver",neutral
"Yes, Bernie Polls Better Against Trump Than Hillary—but There’s a Catch",neutral
EgyptAir crash: official dismisses claim that remains suggest blast,surprise
More anti-Trump action planned after second night of protests across US,anger
Twitter has been looking into the future: read the best 16 predictions,neutral
Powerful Photo Series Challenges Society’s Perception Of The Obese,neutral
"Trump suggests he might have prevented 9/11 attacks, extending feud with Bush",anger
How far can campaigns go to win support from a Republican delegate?,neutral
They’re already trying to steal 2016: Inside the GOP voting-rights scheme intended to derail democracy,neutral
The People Are Laughing at the Liberal Media,joy
"Cruz eyes insurance via Obamacare, a law he vows to scrap (+video)",neutral
"On climate change, ideological and partisan polarization hardens",neutral
#DraftOurDaughters: Pro-War Hillary Faces Backlash Over Female Draft,anger
Neither Bush nor Rubio is placing above 4th in Iowa or New Hampshire,neutral
From Berkeley to Kent State,neutral
High Court Ruling Against Gay Marriage Would Produce 'Chaos',neutral
"Shift in Cuba politics boosts Obama, challenges Rubio",neutral
"Giuliani, suggesting Trump may have ‘exaggerated’ in lewd comments, says, ‘talk and action are two different things’",disgust
Twenty Years of a Dictatorial Democracy     : Information,sadness
"Decorated ‘Hero’ Cop Caught Using His Authority to Steal $170,000 in State Fees",disgust
Cop Caught on His Own Body Camera Stealing Money From Unconscious Crash Victim,disgust
Scott Walker’s economic mess: How worker wages were gutted in Wisconsin,anger
Clinton Aide Says Future WikiLeaks Releases Are 'Probably Fake',neutral
California slashes water use for upstate farmers,anger
Re: French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,fear
Bernie Sanders is unleashing a plan to make prescription drugs cheaper,neutral
John Podesta’s New Global Order,neutral
Hipster dog only likes 80s dog food that you can’t get any more,neutral
Press release on Foreign Minister Sergey Lavrov’s meeting with Namibian Deputy Prime Minister and Minister of International Relations and Cooperation Netumbo Nandi-Ndaitwah - Russia News Now,neutral
Boehner 'baffled' by Israeli spying report,disgust
12 and 63-minute videos: Donald Trump connects to false flag targeting Muslims. Did you really think our ‘masters’ offer anything other than false choice between Left and Right arms of a .01% US rogue state?,anger
Tribute to the Last Honorable US Senator: The Story of Paul Wellstone’s Suspected Assassination,fear
There’s a good reason protesters at the University of Missouri didn’t want the media around,neutral
Putin: Crimean Integration Into Russian Legal Framework Goes Forward,neutral
Comment on 10 Strange Facts About Our Presidents by tania de saram,surprise
French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,fear
